"feature_id","checkout_ts","user_id","host_id","handle","request_ts","checkin_ts","tokens","account_id","version_id","loadinfo_id","origin"
146,1531951897,7005,43914,56365,1531951897,1531955223,1,1,116,48790,1
138,1531951897,7005,43914,95738,1531951897,1531955223,1,1,116,48790,1
17949,1531951897,7005,43914,19046,1531951897,1531955223,1,1,116,48790,1
149,1531951897,7005,43914,127565,1531951897,1531955223,1,1,116,48790,1
1117,1531951897,7005,43914,113471,1531951897,1531955223,1,1,72,48790,1
191,1531948572,9228,7531,114868,1531948572,1531955222,1,1,37,48790,1
225,1531948695,9228,7531,97858,1531948695,1531955222,1,1,37,48790,1
289,1531950176,61924,52806,83353,1531950176,1531955222,1,1,703,48790,1
295,1531950176,61924,52806,43125,1531950176,1531955222,1,1,703,48790,1
313,1531950176,61924,52806,32060,1531950176,1531955222,1,1,703,48790,1
10692,1531955099,5923,2783,83986,1531955099,1531955222,1,1,807,48790,1
230,1531955102,2068,7937,195,1531955102,1531955225,1,1,83,48790,1
238,1531955102,17165,33958,15486,1531955102,1531955225,1,1,27,48790,1
6800,1531955102,15774,46821,17609,1531955102,1531955225,1,1,114,48790,1
118,1531955102,2068,7937,16217,1531955102,1531955225,1,1,49,48790,1
302,1531954737,60917,2771,2427,1531954737,1531955225,1,1,175,48790,1
597,1531954737,60917,2771,4995,1531954737,1531955225,1,1,724,48790,1
19987,1531954375,62474,6982,58002,1531954375,1531955229,1,1,852,48790,1
20126,1531955117,48619,2751,24891,1531955117,1531955205,1,1,296,48790,1
20131,1531955117,48619,2751,30614,1531955117,1531955205,1,1,296,48790,1
20167,1531949972,5893,2766,29439,1531949972,1531955205,1,1,779,48790,1
20252,1531954886,5893,2766,24976,1531954886,1531955205,1,1,137,48790,1
20232,1531950094,5893,2766,9206,1531950094,1531955205,1,1,779,48790,1
23057,1531949972,5893,2766,20637,1531949972,1531955205,1,1,779,48790,1
2,1531942335,58271,47057,2822,1531942335,1531955314,1,1,802,48790,1
292,1531942456,58271,47057,11402,1531942456,1531955314,1,1,802,48790,1
63,1531918659,17094,13293,11596,1531918659,1531955309,1,1,35,48790,1
63,1531952741,419,33664,14237,1531952741,1531955309,1,1,35,48790,1
3958,1531953735,1060,3672,24309,1531953735,1531955309,1,1,204,48790,1
20901,1531955210,1488,6331,1924,1531955210,1531955333,77,1,774,48790,1
64,1531946601,8085,6233,13007,1531946601,1531955333,1,1,35,48790,1
64,1531947706,6794,33484,15009,1531947706,1531955333,1,1,35,48790,1
64,1531948317,61513,7240,24610,1531948317,1531955333,1,1,35,48790,1
6,1531918659,60911,54256,108776,1531918659,1531955332,12,1,17,48790,1
64,1531951887,103,39250,17309,1531951887,1531955333,1,1,35,48790,1
64,1531952009,54221,11939,4516,1531952009,1531955333,1,1,35,48790,1
6,1531918659,60911,54304,13427,1531918659,1531955332,12,1,17,48790,1
6,1531918659,60911,54255,18036,1531918659,1531955332,12,1,17,48790,1
6,1531942793,1037,47,105269,1531942793,1531955332,5,1,9,48790,1
6,1531942793,1037,47,117314,1531942793,1531955332,2,1,9,48790,1
6,1531951516,16744,39486,77006,1531951516,1531955332,8,1,9,48790,1
6,1531951764,976,47,101597,1531951764,1531955332,5,1,9,48790,1
6,1531951764,976,47,72974,1531951764,1531955332,2,1,9,48790,1
6,1531952503,51328,22,109483,1531952503,1531955332,5,1,9,48790,1
6,1531952503,43414,11,117519,1531952503,1531955332,5,1,17,48790,1
6,1531953373,3183,45883,19742,1531953373,1531955332,5,1,17,48790,1
6,1531953373,58633,39486,66232,1531953373,1531955332,4,1,9,48790,1
6,1531953495,6545,3620,89017,1531953495,1531955332,5,1,9,48790,1
6,1531954966,61418,11,60739,1531954966,1531955332,6,1,17,48790,1
6,1531955088,2161,3620,112305,1531955088,1531955332,5,1,9,48790,1
66,1531942793,1037,47,105269,1531942793,1531955332,5,1,9,48790,1
66,1531951764,976,47,101597,1531951764,1531955332,5,1,9,48790,1
66,1531952503,51328,22,109483,1531952503,1531955332,5,1,9,48790,1
21,1531942793,1037,47,117314,1531942793,1531955332,2,1,9,48790,1
21,1531951764,976,47,72974,1531951764,1531955332,2,1,9,48790,1
523,1531918659,60911,54256,108776,1531918659,1531955332,12,1,17,48790,1
523,1531918659,60911,54304,13427,1531918659,1531955332,12,1,17,48790,1
523,1531918659,60911,54255,18036,1531918659,1531955332,12,1,17,48790,1
19,1531952503,43414,11,117519,1531952503,1531955332,5,1,17,48790,1
19,1531953373,3183,45883,19742,1531953373,1531955332,5,1,17,48790,1
50,1531954966,61418,11,60739,1531954966,1531955332,6,1,17,48790,1
665,1531953373,58633,39486,66232,1531953373,1531955332,4,1,9,48790,1
664,1531951516,16744,39486,77006,1531951516,1531955332,8,1,9,48790,1
305,1531953495,6545,3620,89017,1531953495,1531955332,5,1,9,48790,1
305,1531955088,2161,3620,112305,1531955088,1531955332,5,1,9,48790,1
1352,1531946845,53077,46624,85063,1531946845,1531955332,1,1,263,48790,1
1352,1531954966,8896,6687,29307,1531954966,1531955332,1,1,263,48790,1
101,1531955211,2636,45883,8881,1531955211,1531955332,1,1,57,48790,1
1191,1531946845,53077,46624,85063,1531946845,1531955332,1,1,263,48790,1
1191,1531954966,8896,6687,29307,1531954966,1531955332,1,1,263,48790,1
20,1531955211,56266,46884,64270,1531955211,1531955332,1,1,17,48790,1
85,1531953495,1037,47,111959,1531953495,1531955332,1,1,17,48790,1
85,1531954354,63020,146,38302,1531954354,1531955332,1,1,17,48790,1
85,1531955211,53469,47,23727,1531955211,1531955332,1,1,17,48790,1
85,1531955211,5,74,37206,1531955211,1531955332,1,1,17,48790,1
48,1531955212,61076,51354,72,1531955212,1531955334,762,1,820,48790,1
48,1531955212,39,53,245,1531955212,1531955334,1646,1,820,48790,1
20734,1531955090,223,238,12924,1531955090,1531955309,1,1,724,48790,1
8266,1531954969,62,101,233,1531954969,1531955337,1,1,35,48790,1
8266,1531955214,62,51,1327,1531955214,1531955337,1,1,35,48790,1
8266,1531955214,62,112,142,1531955214,1531955337,1,1,35,48790,1
24238,1531954357,7126,3451,9600,1531954357,1531955337,1,1,1,48790,1
18808,1531955215,50910,39430,23681,1531955215,1531955337,1,1,1,48790,1
9678,1531948320,50648,2749,999,1531948320,1531955337,1,1,131,48790,1
22019,1531955215,5001,44769,69,1531955215,1531955338,1,1,1,48790,1
22019,1531955215,16046,44444,405,1531955215,1531955338,1,1,1,48790,1
21762,1531955215,59243,45066,629,1531955215,1531955338,1,1,1,48790,1
21762,1531955215,12414,44781,2035771253,1531955215,1531955338,1,1,1,48790,1
21762,1531955215,16046,44443,613,1531955215,1531955338,1,1,1,48790,1
21762,1531955215,12414,44444,1383232021,1531955215,1531955338,1,1,1,48790,1
21762,1531955215,57537,44354,696475669,1531955215,1531955338,1,1,1,48790,1
21773,1531955215,7175,48900,149,1531955215,1531955338,1,1,1,48790,1
21742,1531955215,59055,43867,544,1531955215,1531955338,1,1,1,48790,1
21742,1531955215,12414,44444,1383232021,1531955215,1531955338,1,1,1,48790,1
21742,1531955215,57537,44354,696477717,1531955215,1531955338,1,1,1,48790,1
21758,1531955215,59055,43867,537,1531955215,1531955338,1,1,1,48790,1
21758,1531955215,7175,48900,349,1531955215,1531955338,1,1,1,48790,1
21786,1531955215,12414,44444,1383232021,1531955215,1531955338,1,1,1,48790,1
21786,1531955215,57537,44354,696477717,1531955215,1531955338,1,1,1,48790,1
21748,1531955215,59243,45066,629,1531955215,1531955338,1,1,1,48790,1
21748,1531955215,12414,44781,2035771253,1531955215,1531955338,1,1,1,48790,1
21748,1531955215,16046,44443,613,1531955215,1531955338,1,1,1,48790,1
21748,1531955215,12414,44444,1383232021,1531955215,1531955338,1,1,1,48790,1
21748,1531955215,5001,44769,69,1531955215,1531955338,1,1,1,48790,1
21748,1531955215,16046,44444,405,1531955215,1531955338,1,1,1,48790,1
21748,1531955215,57537,44354,696475669,1531955215,1531955338,1,1,1,48790,1
21792,1531955215,7175,48900,149,1531955215,1531955338,1,1,1,48790,1
22020,1531955216,42,43872,678,1531955216,1531955339,1,1,1,48790,1
21741,1531955216,53458,43876,494,1531955216,1531955339,1,1,1,48790,1
21741,1531955216,57819,51237,454,1531955216,1531955339,1,1,1,48790,1
21741,1531955216,1402,43910,942,1531955216,1531955339,1,1,1,48790,1
21741,1531955216,59,43946,854,1531955216,1531955339,1,1,1,48790,1
21741,1531955216,2359,43913,750,1531955216,1531955339,1,1,1,48790,1
21741,1531955216,1888,43871,782,1531955216,1531955339,1,1,1,48790,1
21741,1531955216,8954,44030,534,1531955216,1531955339,1,1,1,48790,1
21741,1531955216,8954,44019,878,1531955216,1531955339,1,1,1,48790,1
21743,1531955216,42,43872,790,1531955216,1531955339,1,1,1,48790,1
21756,1531955216,42,43872,214,1531955216,1531955339,1,1,1,48790,1
21756,1531955216,57819,51237,158,1531955216,1531955339,1,1,1,48790,1
21751,1531955216,42,43872,790,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,53458,43876,494,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,57819,51237,454,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,1402,43910,942,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,59,43946,854,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,2359,43913,750,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,42,43872,678,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,1888,43871,782,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,8954,44030,534,1531955216,1531955339,1,1,1,48790,1
21739,1531955216,8954,44019,878,1531955216,1531955339,1,1,1,48790,1
21760,1531955216,50333,47306,702,1531955216,1531955339,1,1,1,48790,1
21760,1531955216,26,43951,998,1531955216,1531955339,1,1,1,48790,1
21761,1531955216,50333,47306,702,1531955216,1531955339,1,1,1,48790,1
21761,1531955216,26,43951,998,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,47926,44046,865,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,55902,43957,990,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,3882,45514,750,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,3882,45707,808600662,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,55243,43971,46,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,55102,43881,374,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,1777,43874,70,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,3882,44318,838,1531955216,1531955339,1,1,1,48790,1
21754,1531955216,187,43877,574,1531955216,1531955339,1,1,1,48790,1
21755,1531955216,3882,45514,750,1531955216,1531955339,1,1,1,48790,1
21755,1531955216,3882,45707,808613430,1531955216,1531955339,1,1,1,48790,1
21755,1531955216,3882,44318,838,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,47926,44046,865,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,55902,43957,990,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,3882,45514,750,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,3882,45707,808600662,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,55243,43971,46,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,55102,43881,374,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,1777,43874,70,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,3882,44318,838,1531955216,1531955339,1,1,1,48790,1
21752,1531955216,187,43877,574,1531955216,1531955339,1,1,1,48790,1
9987,1531955216,5740,50859,27932,1531955216,1531955338,1,1,329,48790,1
17977,1531953499,13347,10400,9189,1531953499,1531955340,1,1,78,48790,1
13,1531955218,64,80,3490,1531955218,1531955341,1,1,38,48790,1
53,1531955218,64,80,6965,1531955218,1531955341,1,1,17,48790,1
205,1531922112,63009,54619,11137,1531922112,1531955338,1,1,734,48790,1
80,1531954978,64,80,22954,1531954978,1531955345,1,1,880,48790,1
96,1531954978,64,80,124552,1531954978,1531955345,1,1,33,48790,1
218,1531950787,58897,48071,10507,1531950787,1531955346,1,1,35,48790,1
1,1531955100,2158,4162,38916,1531955100,1531955347,1,1,9,48790,1
719,1531922155,5717,11760,103640,1531922155,1531955345,1,1,703,48790,1
225,1531950543,62562,25727,82035,1531950543,1531955345,1,1,733,48790,1
289,1531922155,5717,11760,40417,1531922155,1531955345,1,1,703,48790,1
289,1531955099,6108,7637,85926,1531955099,1531955345,1,1,40,48790,1
295,1531922155,5717,11760,56247,1531922155,1531955345,1,1,703,48790,1
313,1531922155,5717,11760,72544,1531922155,1531955345,1,1,703,48790,1
288,1531922155,5717,11760,28931,1531922155,1531955345,1,1,703,48790,1
811,1531922155,5717,11760,24149,1531922155,1531955345,1,1,703,48790,1
810,1531922155,5717,11760,16129,1531922155,1531955345,1,1,703,48790,1
10692,1531955223,5923,2783,114870,1531955223,1531955345,1,1,807,48790,1
18841,1531955100,60608,43745,52409,1531955100,1531955347,1,1,1,48790,1
18841,1531955100,10644,43745,33635,1531955100,1531955347,1,1,1,48790,1
10544,1531930380,1743,32351,2786,1531930380,1531955347,1,1,74,48790,1
10611,1531930380,1743,32351,1513,1531930380,1531955347,1,1,172,48790,1
10620,1531930380,1743,32351,749,1531930380,1531955347,1,1,172,48790,1
10591,1531955225,173,279,6044,1531955225,1531955347,1,1,867,48790,1
10592,1531955225,173,279,4888,1531955225,1531955347,1,1,867,48790,1
10619,1531930380,1743,32351,1090,1531930380,1531955347,1,1,172,48790,1
20126,1531955247,48619,2751,30620,1531955247,1531955328,1,1,296,48790,1
20126,1531955247,48619,2751,33414,1531955247,1531955328,1,1,296,48790,1
20131,1531955247,48619,2751,24897,1531955247,1531955328,1,1,296,48790,1
20131,1531955247,48619,2751,27708,1531955247,1531955328,1,1,296,48790,1
20169,1531955247,5901,2745,24977,1531955247,1531955328,1,1,258,48790,1
20162,1531952431,5895,37622,4734,1531952431,1531955328,1,1,197,48790,1
3957,1531953735,1060,3672,24707,1531953735,1531955430,1,1,204,48790,1
13815,1531953609,59652,1884,25749,1531953609,1531955448,1,1,17,48790,1
7879,1531955332,59235,48535,737,1531955332,1531955453,1,1,308,48790,1
20901,1531955333,1593,4733,1925,1531955333,1531955455,250,1,90,48790,1
7979,1531954476,16371,12437,262,1531954476,1531955455,1,1,81,48790,1
64,1531953494,6144,7128,20115,1531953494,1531955456,1,1,35,48790,1
64,1531954230,1567,7955,25208,1531954230,1531955456,1,1,35,48790,1
64,1531955211,6630,3487,4622,1531955211,1531955456,1,1,35,48790,1
6,1531918659,60911,54257,39372,1531918659,1531955454,12,1,17,48790,1
6,1531918659,60911,54302,108638,1531918659,1531955454,12,1,17,48790,1
6,1531945011,60911,54595,7456,1531945011,1531955454,12,1,17,48790,1
6,1531948563,517,7429,46176,1531948563,1531955454,5,1,9,48790,1
6,1531948563,517,47,2471,1531948563,1531955454,2,1,9,48790,1
6,1531948936,25610,47,64478,1531948936,1531955454,5,1,9,48790,1
6,1531948936,25610,47,27753,1531948936,1531955454,2,1,9,48790,1
6,1531950536,2210,37,41367,1531950536,1531955454,6,1,17,48790,1
6,1531951516,3145,37,110373,1531951516,1531955454,6,1,17,48790,1
6,1531952748,12608,37,110966,1531952748,1531955454,6,1,17,48790,1
6,1531953616,10922,37,79391,1531953616,1531955454,6,1,17,48790,1
6,1531953616,47832,47252,14350,1531953616,1531955454,5,1,9,48790,1
6,1531953616,1224,22,17894,1531953616,1531955454,5,1,9,48790,1
6,1531953616,62272,8998,65433,1531953616,1531955454,5,1,9,48790,1
6,1531953616,8239,2103,84876,1531953616,1531955454,8,1,9,48790,1
6,1531954106,7447,37,66660,1531954106,1531955454,6,1,17,48790,1
66,1531948563,517,7429,46176,1531948563,1531955454,5,1,9,48790,1
66,1531948936,25610,47,64478,1531948936,1531955454,5,1,9,48790,1
66,1531953616,47832,47252,14350,1531953616,1531955454,5,1,9,48790,1
66,1531953616,1224,22,17894,1531953616,1531955454,5,1,9,48790,1
21,1531948563,517,47,2471,1531948563,1531955454,2,1,9,48790,1
21,1531948936,25610,47,27753,1531948936,1531955454,2,1,9,48790,1
523,1531918659,60911,54257,39372,1531918659,1531955454,12,1,17,48790,1
523,1531918659,60911,54302,108638,1531918659,1531955454,12,1,17,48790,1
523,1531945011,60911,54595,7456,1531945011,1531955454,12,1,17,48790,1
50,1531950536,2210,37,41367,1531950536,1531955454,6,1,17,48790,1
50,1531951516,3145,37,110373,1531951516,1531955454,6,1,17,48790,1
50,1531952748,12608,37,110966,1531952748,1531955454,6,1,17,48790,1
50,1531953616,10922,37,79391,1531953616,1531955454,6,1,17,48790,1
50,1531954106,7447,37,66660,1531954106,1531955454,6,1,17,48790,1
664,1531953616,8239,2103,84876,1531953616,1531955454,8,1,9,48790,1
305,1531953616,62272,8998,65433,1531953616,1531955454,5,1,9,48790,1
1352,1531945626,53607,40712,98969,1531945626,1531955454,1,1,263,48790,1
1191,1531945626,53607,40712,98969,1531945626,1531955454,1,1,263,48790,1
20,1531955334,10,22,108778,1531955334,1531955454,1,1,17,48790,1
85,1531955334,10,22,11117,1531955334,1531955454,1,1,17,48790,1
85,1531955334,83,140,89024,1531955334,1531955454,1,1,17,48790,1
48,1531955335,61076,51354,73,1531955335,1531955456,779,1,820,48790,1
48,1531955335,39,53,246,1531955335,1531955456,1649,1,820,48790,1
8266,1531955337,62,112,143,1531955337,1531955459,1,1,35,48790,1
8266,1531955337,62,51,234,1531955337,1531955459,1,1,35,48790,1
22020,1531955338,42,43872,968,1531955338,1531955460,1,1,1,48790,1
21741,1531955338,53458,43876,496,1531955338,1531955460,1,1,1,48790,1
21741,1531955338,57819,51237,264,1531955338,1531955460,1,1,1,48790,1
21741,1531955338,1402,43910,944,1531955338,1531955460,1,1,1,48790,1
21741,1531955338,59,43946,856,1531955338,1531955460,1,1,1,48790,1
21741,1531955338,2359,43913,40,1531955338,1531955460,1,1,1,48790,1
21741,1531955338,1888,43871,72,1531955338,1531955460,1,1,1,48790,1
21741,1531955338,8954,44030,824,1531955338,1531955460,1,1,1,48790,1
21741,1531955338,8954,44019,168,1531955338,1531955460,1,1,1,48790,1
21743,1531955338,42,43872,792,1531955338,1531955460,1,1,1,48790,1
21756,1531955338,42,43872,216,1531955338,1531955460,1,1,1,48790,1
21756,1531955338,57819,51237,448,1531955338,1531955460,1,1,1,48790,1
21751,1531955338,42,43872,792,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,53458,43876,496,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,57819,51237,264,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,1402,43910,944,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,59,43946,856,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,2359,43913,40,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,42,43872,968,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,1888,43871,72,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,8954,44030,824,1531955338,1531955460,1,1,1,48790,1
21739,1531955338,8954,44019,168,1531955338,1531955460,1,1,1,48790,1
22019,1531955338,5001,44769,360,1531955338,1531955460,1,1,1,48790,1
22019,1531955338,16046,44444,696,1531955338,1531955460,1,1,1,48790,1
21762,1531955338,59243,45066,632,1531955338,1531955460,1,1,1,48790,1
21762,1531955338,12414,44781,2035771256,1531955338,1531955460,1,1,1,48790,1
21762,1531955338,16046,44443,904,1531955338,1531955460,1,1,1,48790,1
21762,1531955338,12414,44444,1383232312,1531955338,1531955460,1,1,1,48790,1
21762,1531955338,57537,44354,696475960,1531955338,1531955460,1,1,1,48790,1
22022,1531955215,16046,44443,393,1531955215,1531955460,1,1,1,48790,1
21773,1531955338,7175,48900,440,1531955338,1531955460,1,1,1,48790,1
21742,1531955338,12414,44444,1383232312,1531955338,1531955460,1,1,1,48790,1
21742,1531955338,57537,44354,696478008,1531955338,1531955460,1,1,1,48790,1
21745,1531955215,16046,44443,393,1531955215,1531955460,1,1,1,48790,1
21758,1531955338,7175,48900,640,1531955338,1531955460,1,1,1,48790,1
21786,1531955338,12414,44444,1383232312,1531955338,1531955460,1,1,1,48790,1
21786,1531955338,57537,44354,696478008,1531955338,1531955460,1,1,1,48790,1
21748,1531955338,59243,45066,632,1531955338,1531955460,1,1,1,48790,1
21748,1531955338,12414,44781,2035771256,1531955338,1531955460,1,1,1,48790,1
21748,1531955338,16046,44443,904,1531955338,1531955460,1,1,1,48790,1
21748,1531955338,12414,44444,1383232312,1531955338,1531955460,1,1,1,48790,1
21748,1531955338,5001,44769,360,1531955338,1531955460,1,1,1,48790,1
21748,1531955338,16046,44444,696,1531955338,1531955460,1,1,1,48790,1
21748,1531955338,57537,44354,696475960,1531955338,1531955460,1,1,1,48790,1
21792,1531955338,7175,48900,440,1531955338,1531955460,1,1,1,48790,1
18991,1531951519,1956,39455,4527,1531951519,1531955460,1,1,724,48790,1
18988,1531951519,1956,39455,2575,1531951519,1531955460,1,1,175,48790,1
21760,1531955339,50333,47306,705,1531955339,1531955461,1,1,1,48790,1
21760,1531955339,26,43951,1,1531955339,1531955461,1,1,1,48790,1
21761,1531955339,50333,47306,705,1531955339,1531955461,1,1,1,48790,1
21761,1531955339,26,43951,1,1531955339,1531955461,1,1,1,48790,1
21754,1531955339,55902,43957,993,1531955339,1531955461,1,1,1,48790,1
21754,1531955339,3882,45514,753,1531955339,1531955461,1,1,1,48790,1
21754,1531955339,3882,45707,808600665,1531955339,1531955461,1,1,1,48790,1
